Peak Coordinates,Length,TSSGenomicPosition,NearestTSS,DistanceToTSS,Proximal/Distal,AveragePrenatal,AverageInfant,AverageOld,LogRatio,Ttest,Direction
chr1:110210340-110211507,1167,110210643,GSTM2,0,Proximal,0.014354867,0.010937408,0.00667335,1.000767562,0.040079799,Down
chr1:113248576-113250447,1871,113250025,RHOC,0,Proximal,0.015438157,0.00711438,0.003521187,1.86227503,0.011059124,Down
chr1:115630864-115633429,2565,115632121,TSPAN2,0,Proximal,0.025413158,0.017365405,0.006606922,1.795872007,0.001195573,Down
chr1:11750215-11754287,4072,11751780,C1orf187,0,Proximal,0.042097846,0.018369508,0.00554226,2.719754783,0.001640613,Down
chr1:145437514-145441596,4082,145438461,TXNIP,0,Proximal,0.02496353,0.009599463,0.003996436,2.37751527,0.002474599,Down
chr1:153650633-153652426,1793,153651163,NPR1,0,Proximal,0.012278116,0.010901868,0.003987309,1.412717049,0.006137338,Down
chr1:153747456-153749702,2246,153747767,SLC27A3,0,Proximal,0.039792196,0.024997834,0.017914583,1.108794219,0.000948924,Down
chr1:155943928-155949103,5175,155948336,ARHGEF2,0,Proximal,0.036420601,0.02268297,0.016455324,1.100165552,5.25E-17,Down
chr1:156049193-156053561,4368,156051789,MEX3A,0,Proximal,0.052821954,0.022880628,0.009699291,2.330679524,2.08E-07,Down
chr1:157962536-157966000,3464,157963062,KIRREL,0,Proximal,0.029374091,0.018806793,0.005422076,2.241729603,0.004380289,Down
chr1:159893249-159895977,2728,159895284,TAGLN2,0,Proximal,0.017966535,0.017295388,0.006096112,1.418355536,0.036089919,Down
chr1:159914694-159916145,1451,159915386,IGSF9,0,Proximal,0.022469901,0.018602361,0.009507423,1.159402924,0.004278849,Down
chr1:160369424-160372505,3081,160370363,VANGL2,0,Proximal,0.039160875,0.026368849,0.009616696,1.919455907,1.92E-05,Down
chr1:16083700-16086433,2733,16085254,FBLIM1,0,Proximal,0.03388026,0.021840101,0.004938168,2.554320985,9.61E-06,Down
chr1:168103601-168107133,3532,168105624,GPR161,0,Proximal,0.041821435,0.0321079,0.018405083,1.141898514,0.001730004,Down
chr1:168194547-168196456,1909,168195254,SFT2D2,0,Proximal,0.043224427,0.034771079,0.013811378,1.57813756,1.68E-08,Down
chr1:182358403-182361914,3511,182360539,GLUL,0,Proximal,0.0454204,0.035165852,0.021850785,1.022515235,4.84E-16,Down
chr1:185702962-185703991,1029,185703682,HMCN1,0,Proximal,0.01183633,0.012292636,0.003943469,1.376637186,0.014355628,Down
chr1:205290027-205291209,1182,205290883,NUAK2,0,Proximal,0.031692277,0.024383563,0.013258806,1.197096668,0.000820094,Down
chr1:205322456-205326314,3858,205326039,KLHDC8A,0,Proximal,0.016620288,0.006975708,0.002126705,2.494522466,0.003176189,Down
chr1:205648165-205650290,2125,205649630,SLC45A3,0,Proximal,0.018183001,0.01368984,0.007791326,1.125675741,0.020106978,Down
chr1:2124686-2127163,2477,2125024,LOC100128003,0,Proximal,0.013976933,0.01273084,0.006118406,1.073116094,1.28E-09,Down
chr1:213123354-213125720,2366,213123886,VASH2,0,Proximal,0.034661604,0.022370342,0.012885835,1.360757719,0.012532161,Down
chr1:215254957-215258513,3556,215256559,KCNK2,0,Proximal,0.043012402,0.035590497,0.018661256,1.162554639,0.002128013,Down
chr1:22467748-22470574,2826,22469519,WNT4,0,Proximal,0.027840015,0.025267763,0.008636618,1.581473144,0.004118673,Down
chr1:228133514-228138057,4543,228135676,WNT9A,0,Proximal,0.031925781,0.024753367,0.008966807,1.724014414,6.76E-09,Down
chr1:228870484-228874131,3647,228870868,RHOU,0,Proximal,0.02756756,0.024574173,0.012780609,1.051738184,0.000617061,Down
chr1:231296367-231300605,4238,231298673,TRIM67,0,Proximal,0.041550408,0.02130229,0.011414474,1.777149863,0.000140603,Down
chr1:235811328-235814283,2955,235814054,GNG4,0,Proximal,0.037777622,0.030613914,0.013167043,1.452685683,1.04E-09,Down
chr1:236227103-236229075,1972,236228481,NID1,0,Proximal,0.019586316,0.014000634,0.005028273,1.771869058,0.00706529,Down
chr1:236558182-236559559,1377,236558715,EDARADD,0,Proximal,0.032506323,0.020762608,0.00570262,2.3216363,0.007045221,Down
chr1:247274185-247275881,1696,247275719,C1orf229,0,Proximal,0.027770312,0.02014591,0.010860485,1.278417842,0.021940953,Down
chr1:248019842-248021833,1991,248020500,TRIM58,0,Proximal,0.029786181,0.023800083,0.013711698,1.065319168,0.017165481,Down
chr1:25071197-25073576,2379,25071759,CLIC4,0,Proximal,0.026386975,0.014631615,0.004345275,2.357153805,0.005593593,Down
chr1:29240504-29242264,1760,29241087,EPB41,0,Proximal,0.03298176,0.022514318,0.013935387,1.186026008,0.012512643,Down
chr1:31710886-31713239,2353,31712734,NKAIN1,0,Proximal,0.042517098,0.021416211,0.010956086,1.863837176,0.007130238,Down
chr1:32082640-32084505,1865,32083300,HCRTR1,0,Proximal,0.025672048,0.021511859,0.011513004,1.091900444,0.003507113,Down
chr1:32705236-32707495,2259,32707311,MTMR9LP,0,Proximal,0.037865142,0.018432031,0.010387688,1.771001943,0.009358899,Down
chr1:32799663-32802645,2982,32801834,MARCKSL1,0,Proximal,0.042043117,0.03980074,0.016562942,1.293248004,0.003013589,Down
chr1:33230718-33233193,2475,33231234,KIAA1522,0,Proximal,0.018643917,0.004851062,0.001786049,2.817789968,0.049956071,Down
chr1:36549164-36550989,1825,36549675,TEKT2,0,Proximal,0.02340945,0.018233379,0.009937517,1.158154513,2.31E-06,Down
chr1:40942460-40944218,1758,40943301,ZNF642,0,Proximal,0.043150557,0.029954657,0.015110654,1.454416569,0.000190356,Down
chr1:52454570-52456930,2360,52456436,RAB3B,0,Proximal,0.021711531,0.021778445,0.010172278,1.02350161,0.001199088,Down
chr1:53098226-53099536,1310,53099065,FAM159A,0,Proximal,0.011116512,0.008097447,0.002928047,1.625090302,0.001779605,Down
chr1:53308131-53309310,1179,53308182,ZYG11A,0,Proximal,0.010785734,0.008185511,0.00267824,1.679954037,0.0154017,Down
chr1:59041748-59043246,1498,59043166,TACSTD2,0,Proximal,0.011535,0.009584284,0.003246762,1.56152669,0.01305215,Down
chr1:60391932-60392944,1012,60392423,CYP2J2,0,Proximal,0.013850137,0.009829415,0.004076639,1.548530608,0.01044306,Down
chr1:6319579-6321996,2417,6321035,GPR153,0,Proximal,0.03105158,0.022480318,0.013055176,1.189294007,0.029567149,Down
chr1:6544461-6546784,2323,6546014,PLEKHG5,0,Proximal,0.028938137,0.01183917,0.003738948,2.65934571,0.004915989,Down
chr10:122215793-122218051,2258,122216465,PPAPDC1A,0,Proximal,0.027851198,0.018157662,0.009832753,1.413231252,0.020547777,Down
chr10:128992685-128995808,3123,128994422,FAM196A,0,Proximal,0.031399892,0.026028014,0.013727727,1.137454211,2.44E-07,Down
chr10:135170187-135171700,1513,135171529,C10orf125,0,Proximal,0.017374903,0.010056385,0.005786234,1.437053435,0.008845757,Down
chr10:44877762-44882614,4852,44880545,CXCL12,0,Proximal,0.020550683,0.017169131,0.005926905,1.637450871,0.002872351,Down
chr10:46992211-46994333,2122,46993545,GPRIN2,0,Proximal,0.038224973,0.019357472,0.008182036,2.094886469,0.006341943,Down
chr10:76993990-76996011,2021,76995770,COMTD1,0,Proximal,0.045917738,0.035671699,0.022382374,1.004712071,0.007620091,Down
chr10:82115982-82117635,1653,82116557,DYDC2,0,Proximal,0.02715176,0.026447491,0.0124523,1.065372284,0.013637316,Down
chr10:91294730-91295975,1245,91295313,SLC16A12,0,Proximal,0.016626428,0.019099044,0.006624413,1.209041865,0.002190155,Down
chr10:92614816-92618687,3871,92617671,HTR7,0,Proximal,0.023844498,0.020891865,0.010659923,1.091368179,0.019583405,Down
chr10:94831506-94837114,5608,94833646,CYP26A1,0,Proximal,0.028174709,0.019998771,0.009263389,1.507211055,0.025286539,Down
chr10:95753052-95754483,1431,95753745,PLCE1,0,Proximal,0.024623341,0.020838418,0.010048095,1.213660935,4.54E-15,Down
chr11:102322087-102324401,2314,102323775,TMEM123,0,Proximal,0.028789502,0.021496639,0.006151881,2.058409281,1.07E-06,Down
chr11:107728533-107730850,2317,107729914,SLC35F2,0,Proximal,0.030396328,0.020797668,0.014083177,1.057655509,0.022718524,Down
chr11:111410847-111412498,1651,111411232,LAYN,0,Proximal,0.016746271,0.01418598,0.006673223,1.20961132,0.010418021,Down
chr11:123062889-123067305,4416,123066007,ASAM,0,Proximal,0.024400234,0.020018549,0.007435567,1.590284798,0.000636293,Down
chr11:128759996-128762134,2138,128761312,KCNJ5,0,Proximal,0.016908316,0.01462784,0.006451425,1.265041371,0.001733462,Down
chr11:129244987-129246916,1929,129245880,BARX2,0,Proximal,0.019648217,0.017390902,0.007996993,1.198502458,0.006922615,Down
chr11:13983832-13987214,3382,13983913,SPON1,0,Proximal,0.023528127,0.01213951,0.006032049,1.80242009,0.020420634,Down
chr11:17034920-17035982,1062,17035963,PLEKHA7,0,Proximal,0.010448677,0.007495412,0.004066067,1.176242694,0.043393668,Down
chr11:2906140-2907299,1159,2906995,CDKN1C,0,Proximal,0.024146468,0.014592132,0.007103311,1.633772338,0.007924859,Down
chr11:33036919-33038138,1219,33037727,DEPDC7,0,Proximal,0.024781141,0.022441068,0.011875233,1.001717558,2.18E-16,Down
chr11:3662959-3664132,1173,3663546,ART5,0,Proximal,0.011710324,0.008601291,0.002888266,1.708801832,0.024631786,Down
chr11:43962977-43966660,3683,43964105,C11orf96,0,Proximal,0.040554618,0.027900942,0.017729325,1.149709885,0.008538227,Down
chr11:46403183-46404313,1130,46403302,MDK,0,Proximal,0.019786874,0.00723349,0.002234333,2.684132798,0.006138654,Down
chr11:567224-569536,2312,568198,MIR210,0,Proximal,0.020864651,0.012270768,0.008643421,1.180983379,0.031865486,Down
chr11:57193782-57194992,1210,57194594,SLC43A3,0,Proximal,0.010198377,0.003370372,0.001226821,2.330232028,0.038451411,Down
chr11:61061260-61063418,2158,61062788,VWCE,0,Proximal,0.028214692,0.019484637,0.009328936,1.500002473,0.019509185,Down
chr11:61594177-61597752,3575,61595712,FADS2,0,Proximal,0.051198655,0.039258541,0.02408799,1.057015758,8.91E-10,Down
chr11:64012373-64015533,3160,64014413,PPP1R14B,0,Proximal,0.041007196,0.027993964,0.018539511,1.10424214,0.003046265,Down
chr11:64509060-64514028,4968,64512329,RASGRP2,0,Proximal,0.050633818,0.024285892,0.015074715,1.683523127,0.004629897,Down
chr11:65405385-65406469,1084,65405577,SIPA1,0,Proximal,0.013224822,0.011507089,0.004047667,1.494722047,0.000536859,Down
chr11:6675425-6678516,3091,6677074,DCHS1,0,Proximal,0.031167783,0.02052984,0.00642606,2.114947589,0.003083606,Down
chr11:68079587-68081615,2028,68080107,LRP5,0,Proximal,0.013128586,0.010807231,0.005015322,1.231903218,0.024525833,Down
chr11:73018329-73020901,2572,73019662,ARHGEF17,0,Proximal,0.017540145,0.014669698,0.006939939,1.223452645,0.008220426,Down
chr11:75916219-75922284,6065,75917574,WNT11,0,Proximal,0.020270097,0.012922999,0.005097284,1.802587932,0.003341155,Down
chr11:76493767-76497072,3305,76494284,TSKU,0,Proximal,0.032753943,0.017847397,0.013584196,1.210650161,0.005913542,Down
chr11:93063050-93064237,1187,93063882,CCDC67,0,Proximal,0.017006257,0.013592225,0.006841274,1.19933834,1.77E-07,Down
chr12:111126344-111127690,1346,111126946,HVCN1,0,Proximal,0.010919516,0.003954063,0.001568276,2.21445319,0.022267391,Down
chr12:122063883-122065588,1705,122064454,ORAI1,0,Proximal,0.0180244,0.013322295,0.006146126,1.412617591,0.00690556,Down
chr12:13043482-13044933,1451,13043955,GPRC5A,0,Proximal,0.022254129,0.021005147,0.005532652,1.83174615,0.000178845,Down
chr12:15940713-15943279,2566,15942510,EPS8,0,Proximal,0.044085521,0.033960228,0.013449968,1.641597912,2.12E-05,Down
chr12:31078966-31080430,1464,31079837,TSPAN11,0,Proximal,0.018147975,0.016016507,0.005946987,1.462732606,0.00916541,Down
chr12:31476559-31479791,3232,31477249,FLJ13224,0,Proximal,0.021420086,0.016715323,0.007653533,1.373430689,0.000915491,Down
chr12:32654675-32658679,4004,32655040,FGD4,0,Proximal,0.011817083,0.008144168,0.00537284,1.008059671,0.032866247,Down
chr12:64236947-64241082,4135,64238540,SRGAP1,0,Proximal,0.044516119,0.034173209,0.020427882,1.086888269,0.000773459,Down
chr12:66217258-66220203,2945,66218239,HMGA2,0,Proximal,0.011182246,0.014872882,0.004033026,1.275282087,0.037561323,Down
chr12:66582617-66583711,1094,66582977,IRAK3,0,Proximal,0.017310273,0.014250559,0.003592115,1.995422605,0.00047732,Down
chr12:77270274-77273682,3408,77272799,CSRP2,0,Proximal,0.027307499,0.021673368,0.011855955,1.138747498,0.009409257,Down
chr12:80082537-80085674,3137,80084790,PAWR,0,Proximal,0.033658123,0.030538426,0.011574716,1.462667771,1.04E-05,Down
chr12:95042896-95044594,1698,95044324,TMCC3,0,Proximal,0.026315984,0.020155996,0.009589579,1.367100158,0.005859004,Down
chr13:111213065-111214628,1563,111214071,RAB20,0,Proximal,0.011329496,0.010775499,0.004191632,1.247853833,0.024440391,Down
chr13:25254203-25255486,1283,25254548,ATP12A,0,Proximal,0.016304324,0.013435417,0.007270058,1.065163137,0.028078135,Down
chr13:26622931-26626566,3635,26625198,SHISA2,0,Proximal,0.025353286,0.014845918,0.006408107,1.83080608,0.010653679,Down
chr13:28673581-28675415,1834,28674729,FLT3,0,Proximal,0.030034095,0.025399202,0.012032076,1.251787116,4.53E-06,Down
chr13:39260324-39262510,2186,39261172,FREM2,0,Proximal,0.014838112,0.01752562,0.006697468,1.040944454,0.000254027,Down
chr13:70680400-70683226,2826,70681344,ATXN8OS,0,Proximal,0.043168632,0.027556264,0.007542181,2.37034572,0.002861088,Down
chr14:21492145-21494363,2218,21493935,NDRG2,0,Proximal,0.018008389,0.008982617,0.004687283,1.740824618,0.016580176,Down
chr14:21536598-21540219,3621,21538526,ARHGEF40,0,Proximal,0.025004261,0.018881969,0.009381162,1.324780089,0.004316659,Down
chr14:24035842-24037296,1454,24037279,AP1G2,0,Proximal,0.018946621,0.020254306,0.008861832,1.016216752,0.003854596,Down
chr14:24779805-24780894,1089,24780704,LTB4R,0,Proximal,0.010576112,0.008577877,0.003912906,1.236502295,0.022229772,Down
chr14:24867658-24869717,2059,24867991,NYNRIN,0,Proximal,0.042926789,0.029633003,0.016111722,1.360116074,0.000127673,Down
chr14:31343103-31345349,2246,31343740,COCH,0,Proximal,0.039766331,0.033297544,0.014603453,1.385512768,0.00923009,Down
chr14:64319324-64321027,1703,64319682,SYNE2,0,Proximal,0.017053209,0.015336478,0.006143857,1.337480098,0.019304212,Down
chr14:70345689-70347316,1627,70346142,SMOC1,0,Proximal,0.020096392,0.018169271,0.008003778,1.228393929,0.008275984,Down
chr14:77964218-77965912,1694,77965210,ISM2,0,Proximal,0.015169816,0.015257904,0.006014913,1.204806176,0.014003652,Down
chr14:91882427-91885441,3014,91884133,CCDC88C,0,Proximal,0.015071685,0.011303444,0.006246412,1.149182502,3.26E-15,Down
chr15:23809766-23812440,2674,23810453,MKRN3,0,Proximal,0.029380348,0.023334156,0.010195063,1.440275768,0.000158007,Down
chr15:33009270-33012875,3605,33010204,GREM1,0,Proximal,0.0303843,0.017779223,0.00859336,1.70993492,0.023116121,Down
chr15:41135481-41137471,1990,41136642,SPINT1,0,Proximal,0.016947957,0.010061472,0.003687434,1.936949313,0.033140918,Down
chr15:41219607-41224096,4489,41221530,DLL4,0,Proximal,0.019918478,0.009544152,0.003884448,2.098510524,0.04581244,Down
chr15:53081806-53083049,1243,53082209,ONECUT1,0,Proximal,0.010431268,0.005870194,0.003296594,1.411719937,0.045982132,Down
chr15:55878712-55881776,3064,55881050,PYGO1,0,Proximal,0.022201643,0.020087678,0.010296242,1.038384092,0.00477619,Down
chr15:63795853-63798530,2677,63796809,USP3,0,Proximal,0.036706579,0.030098083,0.014831669,1.25200289,8.83E-21,Down
chr15:64443524-64445491,1967,64443915,SNX22,0,Proximal,0.018549326,0.005632003,0.003479649,2.125661151,0.023310651,Down
chr15:65668974-65670955,1981,65670378,IGDCC3,0,Proximal,0.037604344,0.028572073,0.017716863,1.044424521,0.03162903,Down
chr15:65713374-65715976,2602,65715410,IGDCC4,0,Proximal,0.028003176,0.013639367,0.009434528,1.474845496,0.028284492,Down
chr15:71054793-71056438,1645,71055850,UACA,0,Proximal,0.024353886,0.027583465,0.008790503,1.372752027,6.99E-05,Down
chr15:73658637-73662276,3639,73661605,HCN4,0,Proximal,0.033518825,0.020703411,0.010924018,1.533512846,0.00226595,Down
chr15:74218390-74220919,2529,74218788,LOXL1,0,Proximal,0.020739729,0.016148247,0.005180015,1.8146518,0.002648023,Down
chr15:74419268-74429676,10408,74421714,ISLR2,0,Proximal,0.031487614,0.022907633,0.013230793,1.190873689,0.00988075,Down
chr15:78857521-78858816,1295,78857861,CHRNA5,0,Proximal,0.010604955,0.009880968,0.00468472,1.029579713,0.024641028,Down
chr15:78912200-78913851,1651,78913637,CHRNA3,0,Proximal,0.011848367,0.014654499,0.005006681,1.096945103,6.41E-10,Down
chr15:78932682-78934035,1353,78933587,CHRNB4,0,Proximal,0.026009944,0.014085304,0.003641446,2.540844482,0.022195824,Down
chr15:79102493-79104438,1945,79103773,ADAMTS7,0,Proximal,0.014552261,0.008188501,0.002570601,2.122885427,0.038979376,Down
chr15:84321965-84324359,2394,84322837,ADAMTSL3,0,Proximal,0.02005135,0.019026167,0.00836155,1.169093505,2.55E-07,Down
chr15:85923086-85924718,1632,85923870,AKAP13,0,Proximal,0.017086356,0.015833646,0.007094038,1.159970253,0.006270558,Down
chr15:92936284-92939707,3423,92937139,ST8SIA2,0,Proximal,0.045611876,0.025441462,0.011515185,1.897017916,0.000671048,Down
chr16:10673511-10674982,1471,10674539,EMP2,0,Proximal,0.014661997,0.012739655,0.005217056,1.332964817,0.027649849,Down
chr16:1203103-1205087,1984,1203240,CACNA1H,0,Proximal,0.011293884,0.006004978,0.005037129,1.026006146,0.041463623,Down
chr16:19178895-19181176,2281,19179637,SYT17,0,Proximal,0.027282688,0.023187178,0.010393024,1.311768524,3.95E-07,Down
chr16:20083199-20086288,3089,20085100,GPR139,0,Proximal,0.026907421,0.015747601,0.004270175,2.404726132,0.000127253,Down
chr16:21169356-21171465,2109,21169911,TMEM159,0,Proximal,0.035242329,0.021346958,0.012522436,1.422320589,0.000728929,Down
chr16:21311961-21313619,1658,21312169,NCRNA00169,0,Proximal,0.030889237,0.021141515,0.01137358,1.365806577,0.002728886,Down
chr16:230045-231984,1939,230332,HBQ1,0,Proximal,0.026586982,0.016727904,0.008581517,1.525661693,0.002957618,Down
chr16:30102664-30104304,1640,30103205,TBX6,0,Proximal,0.016863107,0.00963648,0.005138631,1.540994105,0.016949013,Down
chr16:30907234-30908547,1313,30907927,CTF1,0,Proximal,0.012363661,0.008064369,0.004644627,1.24336508,0.005787093,Down
chr16:31225876-31228697,2821,31228395,PYDC1,0,Proximal,0.01819755,0.015432785,0.008297785,1.045963248,0.002459916,Down
chr16:55512814-55514216,1402,55513080,MMP2,0,Proximal,0.011028991,0.009986872,0.004328901,1.174605542,0.013596371,Down
chr16:57125127-57128403,3276,57126454,CPNE2,0,Proximal,0.026864712,0.018192334,0.009003783,1.47789358,0.004853076,Down
chr16:57672999-57675422,2423,57673206,GPR56,0,Proximal,0.012760745,0.012719677,0.003141718,1.732257466,0.026155917,Down
chr16:58058659-58061469,2810,58059281,MMP15,0,Proximal,0.028357736,0.015705472,0.012763173,1.092927602,0.029126289,Down
chr16:66637570-66639743,2173,66638566,CMTM3,0,Proximal,0.015934216,0.012652746,0.005165616,1.45762429,0.026443731,Down
chr16:67193050-67195345,2295,67193812,TRADD,0,Proximal,0.015823851,0.01059303,0.00695689,1.080231421,0.005308872,Down
chr16:68770882-68772645,1763,68771194,CDH1,0,Proximal,0.011124495,0.00911434,0.003404715,1.460804099,0.01901394,Down
chr16:69139183-69142684,3501,69140128,HAS3,0,Proximal,0.02472715,0.018557013,0.009318319,1.318083669,0.024675088,Down
chr16:77468111-77469392,1281,77469011,ADAMTS18,0,Proximal,0.017047192,0.017462932,0.006731343,1.222983362,0.011166016,Down
chr16:84401393-84402696,1303,84402132,ATP2C2,0,Proximal,0.014672938,0.012126353,0.005512801,1.266925698,0.034490398,Down
chr16:84648402-84652521,4119,84651669,COTL1,0,Proximal,0.02680888,0.015631843,0.012026934,1.094048127,0.005633068,Down
chr16:8959957-8963382,3425,8962248,CARHSP1,0,Proximal,0.043744288,0.020294532,0.008293603,2.26739363,0.000116284,Down
chr16:89641100-89643634,2534,89642175,CPNE7,0,Proximal,0.024255738,0.017808837,0.010444242,1.141989278,0.018827111,Down
chr17:1388005-1389931,1926,1389051,MYO1C,0,Proximal,0.021153218,0.00875868,0.005056158,1.871041517,0.003039315,Down
chr17:1393789-1395566,1777,1394972,MYO1C,0,Proximal,0.026167423,0.01641388,0.012412547,1.018294514,0.012489014,Down
chr17:26925597-26927121,1524,26926056,SPAG5,0,Proximal,0.024875648,0.019477828,0.011204012,1.084239535,0.004104585,Down
chr17:27043647-27045552,1905,27045251,RAB34,0,Proximal,0.012214895,0.010181383,0.004224488,1.338803512,0.017443634,Down
chr17:27069971-27073485,3514,27071022,TRAF4,0,Proximal,0.036341954,0.019268563,0.009446493,1.837778683,0.000449669,Down
chr17:28649-32128,3479,31420,DOC2B,0,Proximal,0.025098985,0.013667789,0.009396693,1.327869049,0.006512373,Down
chr17:29297332-29298693,1361,29297955,RNF135,0,Proximal,0.016764824,0.021989882,0.005737228,1.39879634,0.021469952,Down
chr17:38518212-38521194,2982,38520945,GJD3,0,Proximal,0.023263118,0.013121793,0.00544943,1.911521469,0.003867826,Down
chr17:39683036-39684857,1821,39684641,KRT19,0,Proximal,0.018097755,0.010034447,0.001649179,2.849785814,0.00112775,Down
chr17:39940646-39943695,3049,39942964,JUP,0,Proximal,0.037033256,0.02286576,0.006555653,2.331633159,0.00489038,Down
chr17:40912294-40914137,1843,40913275,LOC100190938,0,Proximal,0.032040754,0.018970007,0.00589329,2.260981928,0.004438708,Down
chr17:41909458-41911324,1866,41910547,MPP3,0,Proximal,0.029789501,0.018921659,0.011107,1.346596999,0.027100673,Down
chr17:42081733-42085407,3674,42082031,NAGS,0,Proximal,0.01501263,0.012353718,0.005378299,1.327966715,0.012746,Down
chr17:42906139-42908374,2235,42907607,GJC1,0,Proximal,0.034149243,0.022644674,0.012808474,1.347939684,0.001472366,Down
chr17:4487022-4489251,2229,4487833,SMTNL2,0,Proximal,0.030172657,0.011784631,0.003387088,2.828945451,0.000465086,Down
chr17:45400534-45402390,1856,45401326,C17orf57,0,Proximal,0.025197324,0.018971189,0.007302848,1.6577413,0.005408425,Down
chr17:64959738-64963757,4019,64960979,CACNG4,0,Proximal,0.036142108,0.028980366,0.013585886,1.348482693,0.000363986,Down
chr17:6945125-6947777,2652,6947242,SLC16A11,0,Proximal,0.018943106,0.013986615,0.008847882,1.018004802,0.041156615,Down
chr17:71305544-71308835,3291,71308143,CDC42EP4,0,Proximal,0.058950982,0.025641436,0.01718878,1.720734563,0.002700717,Down
chr17:7197152-7198659,1507,7197876,YBX2,0,Proximal,0.012076307,0.009854068,0.004265105,1.312420894,0.02015244,Down
chr17:7253069-7256142,3073,7255207,KCTD11,0,Proximal,0.052787151,0.025643421,0.013334849,1.907734839,0.004326194,Down
chr17:7338502-7345114,6612,7338761,TMEM102,0,Proximal,0.033426612,0.021406152,0.003945578,2.799313103,0.002571357,Down
chr17:73583739-73586153,2414,73584138,MYO15B,0,Proximal,0.025609409,0.010762577,0.002451492,2.946644508,0.019320787,Down
chr17:7553759-7556552,2793,7554253,ATP1B2,0,Proximal,0.034714932,0.026637567,0.012810574,1.370754128,0.009998178,Down
chr17:76354685-76356807,2122,76356158,SOCS3,0,Proximal,0.013532038,0.010020338,0.005087334,1.255354555,0.038018859,Down
chr17:76918817-76922201,3384,76921472,TIMP2,0,Proximal,0.026121306,0.020485275,0.01100668,1.175589334,4.60E-05,Down
chr17:77751924-77753004,1080,77751976,CBX2,0,Proximal,0.023287276,0.021296296,0.005724699,1.85265911,0.018988849,Down
chr17:79859559-79860837,1278,79860071,NPB,0,Proximal,0.012372158,0.006568028,0.004134516,1.380932077,0.021632713,Down
chr17:8023246-8030944,7698,8027410,HES7,0,Proximal,0.03759967,0.028163242,0.015069091,1.264300199,1.76E-06,Down
chr18:11688400-11690568,2168,11689135,GNAL,0,Proximal,0.043531266,0.033400131,0.012437117,1.728594991,0.005928992,Down
chr18:2846396-2848348,1952,2847027,EMILIN2,0,Proximal,0.010964159,0.005943277,0.002597217,1.733765999,0.009023215,Down
chr18:29077380-29078913,1533,29078026,DSG2,0,Proximal,0.034083929,0.025000234,0.013020811,1.323240534,0.020015362,Down
chr18:3447550-3448809,1259,3447607,TGIF1,0,Proximal,0.012468029,0.01353825,0.004340434,1.334509771,0.005516631,Down
chr18:43651406-43652649,1243,43652250,PSTPIP2,0,Proximal,0.016349398,0.012170227,0.005885209,1.333313317,0.0047713,Down
chr18:47086904-47088774,1870,47088426,LIPG,0,Proximal,0.017829718,0.014563024,0.004456272,1.787024025,0.01355008,Down
chr18:47719361-47721990,2629,47721451,MYO5B,0,Proximal,0.028183917,0.022762914,0.009356582,1.494625515,0.000196421,Down
chr18:57362207-57365992,3785,57364644,CCBE1,0,Proximal,0.039443396,0.018659655,0.006866389,2.36213077,0.00452148,Down
chr18:59558632-59562194,3562,59560304,RNF152,0,Proximal,0.035474846,0.028581868,0.015182947,1.172427584,7.61E-06,Down
chr18:656959-658559,1600,658340,C18orf56,0,Proximal,0.031641618,0.021922847,0.009043285,1.700481278,2.61E-13,Down
chr18:7116084-7118001,1917,7117813,LAMA1,0,Proximal,0.012813786,0.01299046,0.005205522,1.154484247,1.70E-05,Down
chr18:811275-813299,2024,812327,YES1,0,Proximal,0.030242453,0.018175041,0.009978586,1.508815515,0.006771522,Down
chr19:10044586-10048298,3712,10047070,OLFM2,0,Proximal,0.04088229,0.033930646,0.012757946,1.606075208,3.66E-10,Down
chr19:11784340-11785638,1298,11784812,ZNF833P,0,Proximal,0.038508429,0.033732426,0.018363392,1.028828787,0.00180179,Down
chr19:1284935-1288395,3460,1286167,EFNA2,0,Proximal,0.019750568,0.01341188,0.004248879,1.98306961,0.006471802,Down
chr19:14543373-14546091,2718,14544165,PKN1,0,Proximal,0.032014225,0.025034826,0.012669511,1.272126134,0.004024296,Down
chr19:1565440-1568162,2722,1568057,MEX3D,0,Proximal,0.045237895,0.032947324,0.015259466,1.507795874,0.009692414,Down
chr19:18060823-18064203,3380,18062110,KCNN1,0,Proximal,0.033456618,0.015606863,0.010413385,1.594054422,1.53E-15,Down
chr19:18547444-18549465,2021,18549111,ISYNA1,0,Proximal,0.035046065,0.017094037,0.006446894,2.275131123,0.006538623,Down
chr19:19050477-19052186,1709,19051161,HOMER3,0,Proximal,0.014609154,0.011061619,0.005775692,1.203952017,0.020849574,Down
chr19:19737832-19740016,2184,19739039,LPAR2,0,Proximal,0.024017905,0.017992972,0.004985019,2.063533163,0.007848536,Down
chr19:19753198-19755018,1820,19754455,GMIP,0,Proximal,0.04973452,0.036504723,0.019798341,1.286499226,2.83E-12,Down
chr19:20188598-20190095,1497,20188802,ZNF90,0,Proximal,0.016618444,0.012041094,0.006093308,1.312556074,0.019184436,Down
chr19:289783-291454,1671,291435,PPAP2C,0,Proximal,0.013711898,0.004338003,0.002211697,2.195575904,0.003139192,Down
chr19:34971779-34974080,2301,34972879,WTIP,0,Proximal,0.03300727,0.021067742,0.013242733,1.255617209,0.007939883,Down
